,Order ID,Grouped
12720,188751,"Google Phone,USB-C Charging Cable"
12726,188756,"AA Batteries (4-pack),Apple Airpods Headphones"
12731,188760,"USB-C Charging Cable,Wired Headphones"
12754,188782,"Google Phone,Bose SoundSport Headphones"
12760,188787,"Apple Airpods Headphones,Lightning Charging Cable"
12801,188827,"USB-C Charging Cable,USB-C Charging Cable"
12834,188859,"iPhone,Apple Airpods Headphones"
12857,188881,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
12882,188904,"iPhone,Wired Headphones"
12899,188920,"Google Phone,USB-C Charging Cable"
12974,188994,"ThinkPad Laptop,AA Batteries (4-pack)"
13000,189019,"iPhone,Lightning Charging Cable"
13018,189036,"AA Batteries (4-pack),Wired Headphones"
13026,189043,"Vareebadd Phone,Wired Headphones"
13055,189071,"iPhone,Lightning Charging Cable"
13093,189108,"Google Phone,USB-C Charging Cable"
13119,189133,"Google Phone,USB-C Charging Cable"
13151,189164,"Google Phone,Wired Headphones"
13174,189186,"Flatscreen TV,27in 4K Gaming Monitor"
13196,189207,"Macbook Pro Laptop,ThinkPad Laptop"
13208,189218,"Bose SoundSport Headphones,34in Ultrawide Monitor"
13234,189243,"Google Phone,Bose SoundSport Headphones"
13241,189249,"Apple Airpods Headphones,27in FHD Monitor"
13245,189252,"Google Phone,USB-C Charging Cable"
13256,189262,"Google Phone,Wired Headphones"
13331,189336,"Google Phone,Bose SoundSport Headphones"
13334,189338,"Apple Airpods Headphones,USB-C Charging Cable"
13362,189365,"USB-C Charging Cable,AAA Batteries (4-pack)"
13385,189387,"AA Batteries (4-pack),USB-C Charging Cable"
13393,189394,"USB-C Charging Cable,27in FHD Monitor"
13414,189414,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
13459,189457,"iPhone,Wired Headphones"
13499,189496,"ThinkPad Laptop,Lightning Charging Cable"
13556,189552,"iPhone,Lightning Charging Cable"
13575,189570,"AA Batteries (4-pack),Wired Headphones"
13603,189597,"Vareebadd Phone,Wired Headphones"
13624,189617,"iPhone,Wired Headphones"
13677,189669,"Google Phone,Bose SoundSport Headphones"
13690,189681,"AA Batteries (4-pack),Bose SoundSport Headphones"
13721,189711,"AA Batteries (4-pack),AA Batteries (4-pack)"
13801,189790,"34in Ultrawide Monitor,Google Phone"
13821,189809,"iPhone,Apple Airpods Headphones"
13829,189816,"Macbook Pro Laptop,AAA Batteries (4-pack)"
13848,189834,"Apple Airpods Headphones,AAA Batteries (4-pack)"
13852,189837,"Vareebadd Phone,USB-C Charging Cable"
13858,189842,"iPhone,Lightning Charging Cable"
13862,189845,"Google Phone,USB-C Charging Cable"
13889,189871,"iPhone,Wired Headphones"
13929,189910,"Google Phone,USB-C Charging Cable"
13962,189942,"Google Phone,USB-C Charging Cable"
13978,189957,"Vareebadd Phone,Wired Headphones"
13985,189963,"Google Phone,Wired Headphones"
14030,190007,"iPhone,Wired Headphones"
14058,190034,"27in FHD Monitor,Lightning Charging Cable"
14124,190099,"AA Batteries (4-pack),AA Batteries (4-pack)"
14187,190161,"Wired Headphones,Apple Airpods Headphones"
14210,190183,"Google Phone,USB-C Charging Cable"
14224,190196,"Vareebadd Phone,USB-C Charging Cable"
14240,190211,"Vareebadd Phone,USB-C Charging Cable"
14248,190218,"Google Phone,USB-C Charging Cable"
14259,190228,"AA Batteries (4-pack),USB-C Charging Cable"
14287,190255,"Vareebadd Phone,Bose SoundSport Headphones"
14333,190300,"iPhone,Wired Headphones"
14337,190303,"AA Batteries (4-pack),USB-C Charging Cable"
14344,190309,"iPhone,Wired Headphones"
14376,190340,"Apple Airpods Headphones,Lightning Charging Cable"
14401,190364,"AA Batteries (4-pack),27in 4K Gaming Monitor"
14466,190428,"Google Phone,USB-C Charging Cable"
14489,190450,"Google Phone,AAA Batteries (4-pack)"
14533,190493,"AA Batteries (4-pack),iPhone"
14553,190512,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
14568,190525,"iPhone,Bose SoundSport Headphones"
14597,190553,"Lightning Charging Cable,Lightning Charging Cable"
14609,190564,"AA Batteries (4-pack),USB-C Charging Cable"
14622,190576,"iPhone,Lightning Charging Cable"
14652,190605,"Apple Airpods Headphones,Bose SoundSport Headphones"
14661,190613,"Flatscreen TV,Wired Headphones"
14666,190617,"Vareebadd Phone,USB-C Charging Cable"
14695,190645,"USB-C Charging Cable,34in Ultrawide Monitor"
14703,190652,"iPhone,Apple Airpods Headphones"
14748,190696,"Google Phone,Bose SoundSport Headphones"
14893,190840,"iPhone,Lightning Charging Cable"
14905,190851,"Google Phone,USB-C Charging Cable"
14908,190853,"20in Monitor,USB-C Charging Cable"
14918,190862,"Flatscreen TV,27in FHD Monitor"
14920,190863,"iPhone,Wired Headphones"
14938,190880,"iPhone,Lightning Charging Cable"
14959,190900,"Apple Airpods Headphones,Wired Headphones"
15072,191012,"iPhone,Lightning Charging Cable"
15080,191019,"Google Phone,USB-C Charging Cable"
15092,191030,"Vareebadd Phone,USB-C Charging Cable"
15105,191042,"Vareebadd Phone,USB-C Charging Cable"
15142,191078,"Vareebadd Phone,Bose SoundSport Headphones"
15197,191132,"Bose SoundSport Headphones,USB-C Charging Cable"
15224,191158,"USB-C Charging Cable,27in FHD Monitor"
15227,191160,"Lightning Charging Cable,Bose SoundSport Headphones"
15230,191162,"iPhone,AAA Batteries (4-pack)"
15262,191193,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
15322,191251,"Google Phone,USB-C Charging Cable"
15334,191262,"AA Batteries (4-pack),20in Monitor"
15384,191311,"Lightning Charging Cable,Apple Airpods Headphones"
15442,191368,"AA Batteries (4-pack),Lightning Charging Cable"
15495,191420,"Google Phone,USB-C Charging Cable"
15509,191433,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
15527,191449,"AA Batteries (4-pack),AA Batteries (4-pack)"
15532,191453,"iPhone,Wired Headphones"
15577,191497,"Google Phone,USB-C Charging Cable"
15593,191512,"USB-C Charging Cable,Apple Airpods Headphones"
15620,191538,"Google Phone,USB-C Charging Cable"
15630,191547,"34in Ultrawide Monitor,iPhone"
15645,191561,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
15693,191608,"Google Phone,USB-C Charging Cable"
15696,191610,"AAA Batteries (4-pack),AA Batteries (4-pack)"
15704,191617,"USB-C Charging Cable,Wired Headphones"
15736,191648,"Vareebadd Phone,Lightning Charging Cable"
15792,191703,"Google Phone,Bose SoundSport Headphones"
15797,191707,"20in Monitor,Lightning Charging Cable"
15806,191715,"iPhone,Wired Headphones"
15827,191735,"iPhone,Apple Airpods Headphones"
15834,191741,"Google Phone,USB-C Charging Cable"
15836,191742,"iPhone,Apple Airpods Headphones,Wired Headphones"
15933,191837,"iPhone,Wired Headphones"
15958,191861,"Lightning Charging Cable,27in FHD Monitor"
15983,191885,"Google Phone,Wired Headphones"
16025,191926,"AA Batteries (4-pack),AAA Batteries (4-pack)"
16045,191945,"Apple Airpods Headphones,Bose SoundSport Headphones"
16059,191958,"AAA Batteries (4-pack),Lightning Charging Cable"
16065,191963,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
16078,191974,"Bose SoundSport Headphones,Wired Headphones"
16088,191983,"Apple Airpods Headphones,Bose SoundSport Headphones"
16096,191990,"iPhone,Lightning Charging Cable"
16109,192002,"AA Batteries (4-pack),Lightning Charging Cable"
16148,192040,"iPhone,Lightning Charging Cable"
16189,192080,"AA Batteries (4-pack),Flatscreen TV"
16252,192142,"20in Monitor,Apple Airpods Headphones"
16290,192179,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
16302,192190,"iPhone,Lightning Charging Cable"
16317,192204,"Apple Airpods Headphones,Bose SoundSport Headphones"
16328,192214,"Google Phone,USB-C Charging Cable"
16374,192259,"iPhone,Wired Headphones"
16464,192348,"iPhone,Apple Airpods Headphones"
16495,192378,"iPhone,Lightning Charging Cable"
16504,192386,"Google Phone,USB-C Charging Cable"
16569,192450,"AAA Batteries (4-pack),AA Batteries (4-pack)"
16602,192482,"AAA Batteries (4-pack),34in Ultrawide Monitor"
16690,192569,"iPhone,Lightning Charging Cable"
16731,192609,"iPhone,Lightning Charging Cable"
16766,192643,"Google Phone,ThinkPad Laptop"
16769,192645,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
16803,192677,"AAA Batteries (4-pack),iPhone"
16808,192681,"Google Phone,Wired Headphones"
16855,192727,"27in 4K Gaming Monitor,Macbook Pro Laptop"
16926,192797,"iPhone,Apple Airpods Headphones"
16928,192798,"Vareebadd Phone,USB-C Charging Cable"
16945,192814,"Macbook Pro Laptop,AAA Batteries (4-pack)"
16952,192820,"Lightning Charging Cable,AA Batteries (4-pack)"
17011,192878,"iPhone,Lightning Charging Cable"
17031,192897,"Apple Airpods Headphones,AAA Batteries (4-pack)"
17052,192917,"AAA Batteries (4-pack),USB-C Charging Cable"
17075,192939,"34in Ultrawide Monitor,34in Ultrawide Monitor"
17093,192956,"Google Phone,Wired Headphones"
17136,192998,"iPhone,Wired Headphones"
17190,193051,"USB-C Charging Cable,Macbook Pro Laptop"
17213,193073,"iPhone,Lightning Charging Cable"
17269,193128,"USB-C Charging Cable,27in FHD Monitor"
17274,193132,"Vareebadd Phone,USB-C Charging Cable"
17292,193149,"iPhone,Wired Headphones"
17307,193163,"iPhone,Wired Headphones"
17329,193184,"Lightning Charging Cable,AAA Batteries (4-pack)"
17341,193195,"Google Phone,USB-C Charging Cable"
17365,193218,"Google Phone,Bose SoundSport Headphones"
17409,193261,"iPhone,Wired Headphones"
17425,193276,"USB-C Charging Cable,Bose SoundSport Headphones"
17474,193324,"Apple Airpods Headphones,AAA Batteries (4-pack)"
17500,193349,"USB-C Charging Cable,Vareebadd Phone"
17512,193360,"Vareebadd Phone,AA Batteries (4-pack)"
17532,193379,"Vareebadd Phone,USB-C Charging Cable"
17538,193384,"Vareebadd Phone,USB-C Charging Cable"
17546,193391,"AAA Batteries (4-pack),Flatscreen TV"
17554,193398,"Google Phone,USB-C Charging Cable"
17561,193404,"AA Batteries (4-pack),Macbook Pro Laptop"
17563,193405,"iPhone,Lightning Charging Cable"
17610,193451,"iPhone,Wired Headphones"
17667,193507,"iPhone,34in Ultrawide Monitor"
17669,193508,"USB-C Charging Cable,Wired Headphones"
17673,193511,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones,Wired Headphones"
17678,193513,"USB-C Charging Cable,Bose SoundSport Headphones"
17711,193545,"iPhone,Vareebadd Phone"
17782,193615,"Vareebadd Phone,Bose SoundSport Headphones"
17784,193616,"Lightning Charging Cable,AA Batteries (4-pack)"
17800,193631,"Google Phone,USB-C Charging Cable"
17810,193640,"34in Ultrawide Monitor,Wired Headphones"
17814,193643,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
17820,193647,"Apple Airpods Headphones,AAA Batteries (4-pack)"
17827,193653,"Google Phone,USB-C Charging Cable"
17962,193787,"iPhone,Apple Airpods Headphones,Wired Headphones"
17966,193789,"Google Phone,USB-C Charging Cable"
18027,193849,"Apple Airpods Headphones,27in 4K Gaming Monitor"
18039,193860,"Google Phone,USB-C Charging Cable"
18045,193865,"Bose SoundSport Headphones,AA Batteries (4-pack)"
18059,193878,"AA Batteries (4-pack),AAA Batteries (4-pack)"
18085,193903,"iPhone,Apple Airpods Headphones"
18099,193916,"20in Monitor,20in Monitor"
18111,193927,"iPhone,Apple Airpods Headphones"
18146,193961,"Google Phone,USB-C Charging Cable,Wired Headphones"
18155,193968,"Google Phone,USB-C Charging Cable"
18182,193994,"Google Phone,USB-C Charging Cable"
18197,194008,"AA Batteries (4-pack),Wired Headphones"
18211,194021,"Google Phone,Wired Headphones"
18241,194050,"AA Batteries (4-pack),USB-C Charging Cable"
18248,194056,"iPhone,Lightning Charging Cable"
18254,194061,"iPhone,Lightning Charging Cable"
18335,236716,"AA Batteries (4-pack),USB-C Charging Cable"
18349,236729,"iPhone,Apple Airpods Headphones"
18351,236730,"Google Phone,Wired Headphones"
18421,236799,"Google Phone,Wired Headphones"
18452,236829,"Vareebadd Phone,USB-C Charging Cable"
18509,236885,"27in 4K Gaming Monitor,USB-C Charging Cable"
18617,236992,"Google Phone,USB-C Charging Cable"
18639,237013,"iPhone,Lightning Charging Cable"
18672,237045,"Bose SoundSport Headphones,Wired Headphones"
18691,237063,"LG Dryer,AA Batteries (4-pack)"
18696,237067,"iPhone,Lightning Charging Cable"
18778,237148,"iPhone,Lightning Charging Cable"
18849,237218,"iPhone,Lightning Charging Cable"
18864,237232,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
18878,237245,"AAA Batteries (4-pack),AA Batteries (4-pack)"
18885,237251,"iPhone,Wired Headphones"
18896,237261,"USB-C Charging Cable,Apple Airpods Headphones"
18903,237267,"iPhone,Wired Headphones"
18913,237276,"Lightning Charging Cable,Lightning Charging Cable"
18926,237288,"Google Phone,Wired Headphones"
18934,237295,"AAA Batteries (4-pack),27in FHD Monitor"
18938,237298,"Flatscreen TV,USB-C Charging Cable"
18940,237299,"USB-C Charging Cable,Wired Headphones"
18961,237319,"Google Phone,USB-C Charging Cable"
18981,237338,"AA Batteries (4-pack),27in FHD Monitor"
19040,237396,"27in FHD Monitor,Bose SoundSport Headphones"
19075,237430,"27in 4K Gaming Monitor,Lightning Charging Cable"
19115,237469,"Vareebadd Phone,34in Ultrawide Monitor"
19150,237503,"Bose SoundSport Headphones,Lightning Charging Cable"
19188,237540,"Vareebadd Phone,USB-C Charging Cable"
19205,237556,"iPhone,Lightning Charging Cable"
19210,237560,"USB-C Charging Cable,USB-C Charging Cable"
19235,237584,"Google Phone,USB-C Charging Cable"
19281,237629,"AAA Batteries (4-pack),USB-C Charging Cable"
19332,237679,"iPhone,Lightning Charging Cable"
19346,237692,"Google Phone,USB-C Charging Cable"
19388,237733,"Flatscreen TV,Macbook Pro Laptop"
19407,237751,"Apple Airpods Headphones,AA Batteries (4-pack)"
19410,237753,"Vareebadd Phone,USB-C Charging Cable"
19459,237801,"iPhone,Lightning Charging Cable"
19471,237812,"Lightning Charging Cable,AAA Batteries (4-pack)"
19480,237820,"iPhone,Lightning Charging Cable"
19492,237831,"Google Phone,USB-C Charging Cable"
19531,237869,"Vareebadd Phone,Wired Headphones"
19588,237925,"Google Phone,USB-C Charging Cable"
19610,237946,"Macbook Pro Laptop,Lightning Charging Cable"
19634,237969,"AA Batteries (4-pack),Google Phone"
19641,237975,"iPhone,Apple Airpods Headphones"
19674,238007,"Lightning Charging Cable,AA Batteries (4-pack)"
19692,238024,"iPhone,Lightning Charging Cable"
19826,238157,"USB-C Charging Cable,AAA Batteries (4-pack)"
19881,238211,"Google Phone,USB-C Charging Cable,Wired Headphones"
19885,238213,"Apple Airpods Headphones,Macbook Pro Laptop"
19894,238221,"iPhone,Wired Headphones"
19911,238237,"Google Phone,USB-C Charging Cable"
19917,238242,"Bose SoundSport Headphones,Wired Headphones"
19949,238273,"iPhone,Lightning Charging Cable"
19971,238294,"AA Batteries (4-pack),Wired Headphones"
20008,238330,"Vareebadd Phone,AA Batteries (4-pack)"
20041,238362,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
20064,238383,"Bose SoundSport Headphones,AA Batteries (4-pack)"
20077,238395,"AA Batteries (4-pack),Google Phone"
20081,238398,"AA Batteries (4-pack),AAA Batteries (4-pack)"
20083,238399,"Google Phone,USB-C Charging Cable"
20118,238433,"iPhone,Lightning Charging Cable"
20127,238441,"iPhone,Lightning Charging Cable"
20148,238461,"Apple Airpods Headphones,Macbook Pro Laptop"
20162,238474,"Google Phone,USB-C Charging Cable"
20211,238522,"Wired Headphones,34in Ultrawide Monitor"
20277,238587,"Lightning Charging Cable,USB-C Charging Cable"
20332,238641,"iPhone,Wired Headphones"
20383,238691,"Google Phone,USB-C Charging Cable,Vareebadd Phone"
20451,238757,"Google Phone,USB-C Charging Cable"
20453,238758,"iPhone,Lightning Charging Cable"
20482,238786,"Google Phone,USB-C Charging Cable"
20509,238812,"Google Phone,Wired Headphones"
20540,238842,"Wired Headphones,Wired Headphones"
20542,238843,"Google Phone,Bose SoundSport Headphones"
20547,238847,"Google Phone,USB-C Charging Cable,Wired Headphones"
20567,238865,"Vareebadd Phone,Bose SoundSport Headphones"
20580,238877,"AAA Batteries (4-pack),USB-C Charging Cable"
20589,238885,"Google Phone,USB-C Charging Cable"
20600,238895,"iPhone,Wired Headphones"
20608,238902,"iPhone,Lightning Charging Cable"
20636,238929,"Lightning Charging Cable,AA Batteries (4-pack)"
20644,238936,"Google Phone,USB-C Charging Cable"
20679,238970,"iPhone,Lightning Charging Cable"
20716,239006,"iPhone,Apple Airpods Headphones"
20785,239074,"ThinkPad Laptop,iPhone"
20796,239084,"Google Phone,USB-C Charging Cable"
20811,239098,"AA Batteries (4-pack),USB-C Charging Cable"
20845,239131,"Google Phone,AAA Batteries (4-pack)"
20884,239169,"27in FHD Monitor,AAA Batteries (4-pack)"
20904,239188,"iPhone,Lightning Charging Cable"
20965,239248,"Apple Airpods Headphones,Lightning Charging Cable"
20971,239253,"34in Ultrawide Monitor,Wired Headphones"
20977,239258,"AA Batteries (4-pack),AAA Batteries (4-pack)"
20979,239259,"Vareebadd Phone,Flatscreen TV"
21011,239290,"Wired Headphones,34in Ultrawide Monitor"
21017,239295,"Google Phone,Wired Headphones"
21031,239308,"Google Phone,USB-C Charging Cable"
21067,239343,"Google Phone,USB-C Charging Cable"
21123,239398,"Vareebadd Phone,Wired Headphones"
21146,239420,"iPhone,Wired Headphones"
21295,239568,"AAA Batteries (4-pack),20in Monitor"
21387,239659,"AA Batteries (4-pack),AA Batteries (4-pack)"
21466,239737,"Apple Airpods Headphones,USB-C Charging Cable"
21469,239739,"iPhone,Apple Airpods Headphones"
21473,239742,"Lightning Charging Cable,iPhone"
21485,239753,"iPhone,Lightning Charging Cable"
21616,239883,"iPhone,Lightning Charging Cable"
21661,239927,"iPhone,Apple Airpods Headphones"
21699,239964,"iPhone,Apple Airpods Headphones"
21704,239968,"Google Phone,USB-C Charging Cable"
21764,240027,"iPhone,Lightning Charging Cable"
21767,240029,"Macbook Pro Laptop,USB-C Charging Cable"
21806,240067,"iPhone,Lightning Charging Cable"
21820,240080,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
21850,240109,"34in Ultrawide Monitor,AA Batteries (4-pack)"
21880,240138,"AAA Batteries (4-pack),Wired Headphones"
21889,240146,"iPhone,Lightning Charging Cable"
21903,240159,"Vareebadd Phone,Bose SoundSport Headphones"
21919,240174,"USB-C Charging Cable,Wired Headphones"
21958,240212,"Vareebadd Phone,USB-C Charging Cable"
21967,240220,"Vareebadd Phone,USB-C Charging Cable"
21981,240233,"iPhone,Apple Airpods Headphones"
22033,240284,"Lightning Charging Cable,AA Batteries (4-pack)"
